Customer ID,Age,Gender,Location,Interests,Preferences,Income,Education,Occupation
CUST0369,19,Non-Binary,New York,Health,Eco-friendly,50389,Master's,Entrepreneur
CUST0370,43,Male,New York,Tech,High-end,74523,Bachelor's,Teacher
CUST0371,34,Male,San Francisco,Tech,Eco-friendly,91576,PhD,Teacher
CUST0372,57,Female,Houston,Health,High-end,73919,High School,Artist
CUST0373,50,Male,Houston,Health,Premium,112103,Master's,Doctor
CUST0374,26,Female,Chicago,Tech,Budget,33358,PhD,Doctor
CUST0375,60,Female,San Francisco,Health,Premium,118535,Bachelor's,Doctor
CUST0376,56,Male,San Francisco,Finance,Eco-friendly,137894,Bachelor's,Scientist
CUST0377,46,Male,Houston,Travel,Premium,106524,PhD,Engineer
CUST0378,59,Female,Chicago,Travel,Eco-friendly,135982,High School,Scientist
CUST0379,43,Female,New York,Travel,High-end,127057,High School,Entrepreneur
CUST0380,52,Male,Los Angeles,Finance,High-end,35698,Master's,Teacher
CUST0381,42,Female,Miami,Health,Eco-friendly,96809,Bachelor's,Teacher
CUST0382,41,Male,New York,Gaming,Premium,123079,PhD,Engineer
CUST0383,30,Non-Binary,Houston,Health,High-end,85805,High School,Entrepreneur
CUST0384,24,Male,Miami,Tech,Budget,61349,Master's,Engineer
CUST0385,53,Female,Los Angeles,Fashion,High-end,106777,Bachelor's,Teacher
CUST0386,62,Female,Los Angeles,Travel,Budget,80248,Bachelor's,Scientist
CUST0387,37,Female,Chicago,Health,Premium,105033,Master's,Doctor
CUST0388,18,Female,Miami,Gaming,Budget,137411,Master's,Teacher
CUST0389,25,Male,Chicago,Tech,Budget,128239,High School,Artist
CUST0390,63,Male,New York,Finance,Budget,74041,PhD,Doctor
CUST0391,33,Male,San Francisco,Finance,Budget,61954,Bachelor's,Teacher
CUST0392,31,Male,San Francisco,Gaming,High-end,38002,PhD,Scientist
CUST0393,29,Female,San Francisco,Tech,Budget,99783,Bachelor's,Engineer
CUST0394,40,Male,Miami,Travel,High-end,137524,Bachelor's,Doctor
CUST0395,32,Male,San Francisco,Health,Budget,117234,PhD,Scientist
CUST0396,45,Non-Binary,New York,Tech,Eco-friendly,49738,Master's,Entrepreneur
CUST0397,51,Female,Chicago,Finance,Premium,40703,High School,Artist
CUST0398,19,Female,Miami,Gaming,Budget,143776,Bachelor's,Doctor
CUST0399,49,Non-Binary,Chicago,Gaming,Eco-friendly,79422,Master's,Engineer
CUST0400,40,Male,Miami,Health,Budget,113106,Bachelor's,Entrepreneur
CUST0401,39,Male,Chicago,Gaming,Budget,91899,High School,Scientist
CUST0402,42,Female,Los Angeles,Gaming,Budget,42392,Bachelor's,Artist
CUST0403,39,Female,Chicago,Tech,Eco-friendly,74724,High School,Engineer
CUST0404,39,Male,San Francisco,Travel,Premium,62299,High School,Scientist
CUST0405,59,Female,Los Angeles,Health,Eco-friendly,45641,Bachelor's,Scientist
CUST0406,23,Male,Chicago,Tech,Premium,109534,Bachelor's,Doctor
CUST0407,32,Male,Miami,Travel,Budget,36305,High School,Doctor
CUST0408,60,Female,Miami,Tech,High-end,128262,Master's,Engineer
CUST0409,54,Female,Miami,Fashion,Budget,48782,PhD,Teacher
CUST0410,50,Female,Houston,Tech,Premium,108257,High School,Teacher
CUST0411,25,Male,New York,Gaming,Eco-friendly,135299,Bachelor's,Scientist
CUST0412,61,Female,Miami,Travel,Budget,107963,Bachelor's,Doctor
CUST0413,61,Male,Los Angeles,Health,Eco-friendly,142086,Master's,Artist
CUST0414,22,Male,Miami,Health,Eco-friendly,50566,PhD,Artist
CUST0415,56,Female,Houston,Travel,Eco-friendly,97766,High School,Scientist
CUST0416,21,Female,San Francisco,Gaming,Budget,36511,High School,Doctor
CUST0417,23,Female,Los Angeles,Finance,Eco-friendly,144816,PhD,Engineer
CUST0418,62,Female,Houston,Tech,Eco-friendly,137765,High School,Engineer
CUST0419,49,Female,San Francisco,Gaming,Budget,148360,PhD,Engineer
CUST0420,47,Female,Los Angeles,Fashion,Eco-friendly,56177,Bachelor's,Artist
CUST0421,64,Male,Chicago,Travel,Budget,34765,PhD,Doctor
CUST0422,52,Male,New York,Tech,Premium,50354,High School,Doctor
CUST0423,57,Male,New York,Health,Premium,53929,PhD,Artist
CUST0424,33,Male,Houston,Finance,Premium,58820,Master's,Engineer
CUST0425,30,Female,San Francisco,Fashion,Eco-friendly,141576,Bachelor's,Engineer
CUST0426,59,Female,New York,Health,High-end,59523,Bachelor's,Scientist
CUST0427,47,Male,San Francisco,Travel,High-end,101088,PhD,Teacher
CUST0428,36,Male,San Francisco,Tech,Eco-friendly,96163,High School,Entrepreneur
CUST0429,34,Female,Houston,Travel,High-end,107525,Master's,Teacher
CUST0430,36,Male,Houston,Tech,Budget,43780,Bachelor's,Doctor
CUST0431,45,Female,Houston,Gaming,High-end,36589,Bachelor's,Doctor
CUST0432,43,Female,New York,Finance,Eco-friendly,64812,High School,Doctor
CUST0433,54,Female,Houston,Gaming,Eco-friendly,123664,High School,Teacher
CUST0434,43,Female,New York,Gaming,Budget,75939,Master's,Entrepreneur
CUST0435,40,Female,Houston,Travel,Premium,81493,PhD,Scientist
CUST0436,26,Male,Miami,Finance,Eco-friendly,134188,High School,Teacher
CUST0437,29,Female,San Francisco,Tech,Budget,123326,PhD,Entrepreneur
CUST0438,18,Female,Houston,Tech,High-end,70953,Master's,Engineer
CUST0439,18,Male,Los Angeles,Fashion,High-end,95785,PhD,Engineer
CUST0440,64,Female,San Francisco,Health,Budget,49309,Bachelor's,Doctor
CUST0441,51,Female,San Francisco,Fashion,Budget,84195,PhD,Artist
CUST0442,49,Female,Houston,Fashion,Eco-friendly,145662,Master's,Doctor
CUST0443,42,Female,Chicago,Tech,High-end,55901,Master's,Artist
CUST0444,57,Female,Houston,Travel,Budget,53576,Master's,Entrepreneur
CUST0445,62,Female,San Francisco,Gaming,High-end,61508,PhD,Engineer
CUST0446,18,Female,Los Angeles,Gaming,Budget,104711,Bachelor's,Teacher
CUST0447,33,Female,San Francisco,Gaming,High-end,55464,High School,Artist
CUST0448,56,Female,Los Angeles,Finance,Premium,90281,Bachelor's,Entrepreneur
CUST0449,22,Female,New York,Tech,Eco-friendly,46260,PhD,Engineer
CUST0450,39,Female,Miami,Travel,High-end,65440,PhD,Teacher
CUST0451,46,Male,San Francisco,Finance,Premium,125082,High School,Artist
CUST0452,20,Female,Houston,Health,High-end,135583,PhD,Doctor
CUST0453,29,Female,New York,Travel,High-end,86683,Master's,Doctor
CUST0454,43,Male,Miami,Fashion,Premium,71430,Master's,Doctor
CUST0455,33,Female,Houston,Travel,High-end,31987,Master's,Entrepreneur
CUST0456,54,Male,Chicago,Travel,High-end,144778,Master's,Doctor
CUST0457,39,Male,Houston,Gaming,Eco-friendly,55105,Master's,Scientist
CUST0458,46,Female,Los Angeles,Travel,Premium,108484,PhD,Engineer
CUST0459,31,Male,Los Angeles,Fashion,Premium,148747,High School,Entrepreneur
CUST0460,45,Female,Chicago,Fashion,Budget,43026,High School,Teacher
CUST0461,22,Female,New York,Tech,High-end,98309,Master's,Doctor
CUST0462,64,Female,Miami,Travel,Eco-friendly,75927,PhD,Engineer
CUST0463,47,Male,Houston,Gaming,High-end,105414,Bachelor's,Artist
CUST0464,63,Male,Los Angeles,Travel,High-end,87535,Bachelor's,Doctor
CUST0465,22,Female,New York,Health,Budget,72946,PhD,Engineer
CUST0466,29,Non-Binary,Chicago,Health,High-end,86561,Master's,Scientist
CUST0467,33,Female,San Francisco,Gaming,Eco-friendly,40377,High School,Artist
CUST0468,43,Male,Los Angeles,Tech,Eco-friendly,83592,PhD,Scientist
CUST0469,43,Female,Chicago,Tech,Budget,37347,Bachelor's,Teacher
CUST0470,38,Female,Houston,Fashion,High-end,63776,Bachelor's,Engineer
CUST0471,56,Female,Miami,Fashion,Eco-friendly,33783,Bachelor's,Scientist
CUST0472,53,Male,Los Angeles,Finance,High-end,85798,Master's,Teacher
CUST0473,50,Female,Los Angeles,Gaming,High-end,34298,Bachelor's,Engineer
CUST0474,47,Female,Houston,Travel,High-end,100204,PhD,Engineer
CUST0475,54,Non-Binary,San Francisco,Gaming,Budget,116207,PhD,Scientist
CUST0476,40,Male,New York,Finance,High-end,130356,Bachelor's,Engineer
CUST0477,27,Female,Miami,Fashion,Eco-friendly,85161,PhD,Doctor
CUST0478,22,Female,Los Angeles,Gaming,High-end,90652,Bachelor's,Engineer
CUST0479,53,Male,Miami,Gaming,Eco-friendly,64484,Bachelor's,Entrepreneur
CUST0480,51,Female,Los Angeles,Fashion,High-end,128614,High School,Teacher
CUST0481,48,Female,Miami,Finance,Eco-friendly,142695,Master's,Engineer
CUST0482,27,Male,Chicago,Fashion,Eco-friendly,50922,Master's,Entrepreneur
CUST0483,36,Male,Los Angeles,Tech,High-end,64028,High School,Engineer
CUST0484,49,Female,Miami,Travel,High-end,141461,High School,Engineer
CUST0485,18,Male,New York,Fashion,Eco-friendly,50316,Master's,Scientist
CUST0486,22,Female,Chicago,Finance,Premium,106996,Bachelor's,Doctor
CUST0487,62,Male,Chicago,Health,Budget,46968,Bachelor's,Teacher
CUST0488,21,Female,New York,Tech,Premium,60266,Master's,Doctor
CUST0489,33,Male,Miami,Health,Premium,125745,Bachelor's,Artist
CUST0490,41,Female,Houston,Fashion,High-end,54000,High School,Scientist
CUST0491,33,Non-Binary,New York,Tech,Budget,44011,Bachelor's,Scientist
CUST0492,19,Non-Binary,Miami,Travel,Premium,32866,Bachelor's,Doctor
CUST0493,45,Female,New York,Fashion,High-end,142669,PhD,Scientist
CUST0494,49,Male,New York,Travel,Premium,35898,PhD,Doctor
CUST0495,44,Female,Los Angeles,Gaming,Premium,48395,PhD,Scientist
CUST0496,37,Male,Miami,Health,High-end,69019,Bachelor's,Engineer
CUST0497,41,Male,Houston,Tech,High-end,133243,Master's,Doctor
CUST0498,29,Male,Los Angeles,Travel,High-end,34006,High School,Doctor
CUST0499,52,Female,New York,Finance,Budget,64393,Bachelor's,Entrepreneur
CUST0500,50,Female,San Francisco,Travel,Premium,40956,Master's,Scientist
CUST0501,50,Female,New York,Finance,High-end,80042,Bachelor's,Scientist
CUST0502,60,Male,New York,Fashion,Eco-friendly,126199,High School,Doctor
CUST0503,54,Male,Miami,Tech,Premium,36078,Bachelor's,Engineer
CUST0504,29,Non-Binary,Miami,Travel,Eco-friendly,59631,High School,Engineer
CUST0505,20,Male,Los Angeles,Travel,Budget,125676,Bachelor's,Teacher
CUST0506,18,Male,Houston,Tech,High-end,92901,High School,Engineer
CUST0507,50,Male,Los Angeles,Travel,Eco-friendly,137227,Bachelor's,Scientist
CUST0508,57,Female,Chicago,Finance,Budget,99497,High School,Entrepreneur
CUST0509,27,Female,New York,Travel,High-end,124813,PhD,Doctor
CUST0510,60,Male,San Francisco,Health,Eco-friendly,147192,Bachelor's,Artist
CUST0511,61,Male,New York,Fashion,Eco-friendly,71574,Bachelor's,Entrepreneur
CUST0512,46,Female,New York,Gaming,Budget,148494,Master's,Artist
CUST0513,30,Female,Los Angeles,Finance,High-end,61417,Master's,Entrepreneur
CUST0514,29,Male,San Francisco,Health,High-end,118020,High School,Engineer
CUST0515,48,Female,San Francisco,Fashion,Eco-friendly,113639,Bachelor's,Scientist
CUST0516,63,Male,San Francisco,Tech,Eco-friendly,95006,High School,Artist
CUST0517,19,Male,Los Angeles,Finance,Eco-friendly,124881,PhD,Entrepreneur
CUST0518,52,Female,New York,Gaming,High-end,141862,Master's,Scientist
CUST0519,40,Male,Los Angeles,Fashion,Budget,69454,High School,Artist
CUST0520,34,Female,Miami,Gaming,Budget,31587,High School,Doctor
CUST0521,43,Male,Miami,Tech,High-end,138107,Master's,Entrepreneur
CUST0522,25,Male,Los Angeles,Tech,Premium,145584,Bachelor's,Doctor
CUST0523,46,Non-Binary,San Francisco,Finance,Budget,84710,High School,Engineer
CUST0524,43,Male,New York,Travel,Eco-friendly,116567,Master's,Doctor
CUST0525,27,Female,Los Angeles,Tech,Premium,121748,Bachelor's,Doctor
CUST0526,43,Male,Los Angeles,Fashion,Premium,105886,PhD,Teacher
CUST0527,51,Male,Los Angeles,Travel,Budget,48816,Master's,Entrepreneur
CUST0528,58,Male,Chicago,Health,Premium,115824,High School,Engineer
CUST0529,24,Female,Miami,Gaming,Premium,59432,PhD,Doctor
CUST0530,21,Male,San Francisco,Travel,Budget,139758,Bachelor's,Scientist
CUST0531,62,Female,Houston,Gaming,Budget,78617,Bachelor's,Artist
CUST0532,28,Male,San Francisco,Travel,Premium,102373,Master's,Doctor
CUST0533,46,Non-Binary,Houston,Health,Eco-friendly,64217,Master's,Engineer
CUST0534,53,Male,Chicago,Tech,High-end,50884,Master's,Doctor
CUST0535,42,Female,Los Angeles,Health,Premium,35454,Bachelor's,Artist
CUST0536,38,Female,Chicago,Tech,Premium,104960,PhD,Engineer
CUST0537,53,Female,Chicago,Tech,Eco-friendly,132421,Bachelor's,Entrepreneur
CUST0538,27,Female,New York,Gaming,Premium,137173,High School,Engineer
CUST0539,54,Female,Miami,Fashion,Premium,73618,Bachelor's,Entrepreneur
CUST0540,26,Female,Houston,Health,High-end,113948,High School,Engineer
CUST0541,41,Male,Los Angeles,Travel,High-end,92671,PhD,Artist
CUST0542,52,Male,Houston,Health,High-end,77111,Master's,Artist
CUST0543,52,Female,San Francisco,Gaming,Budget,69613,Master's,Engineer
CUST0544,53,Female,Houston,Tech,Budget,115678,Bachelor's,Doctor
CUST0545,35,Female,San Francisco,Gaming,High-end,132928,Master's,Artist
CUST0546,56,Female,Miami,Finance,High-end,89993,PhD,Entrepreneur
CUST0547,49,Male,San Francisco,Finance,Budget,38848,Master's,Entrepreneur
CUST0548,41,Male,Houston,Travel,Eco-friendly,144853,Bachelor's,Scientist
CUST0549,40,Female,Houston,Gaming,Premium,108672,PhD,Teacher
CUST0550,49,Male,San Francisco,Travel,Premium,149279,High School,Teacher
CUST0551,54,Male,Chicago,Travel,High-end,96125,Bachelor's,Teacher
CUST0552,29,Female,Miami,Finance,Eco-friendly,116444,High School,Entrepreneur
CUST0553,30,Male,New York,Travel,Budget,147509,PhD,Scientist
CUST0554,40,Female,Los Angeles,Finance,High-end,91602,Bachelor's,Teacher
CUST0555,42,Male,Houston,Tech,Eco-friendly,102045,Bachelor's,Teacher
CUST0556,52,Female,Los Angeles,Gaming,Eco-friendly,135997,PhD,Engineer
CUST0557,58,Male,New York,Travel,Eco-friendly,72222,Master's,Engineer
CUST0558,47,Male,Los Angeles,Finance,Budget,79223,Bachelor's,Engineer
CUST0559,34,Male,New York,Health,Budget,140012,Bachelor's,Doctor
CUST0560,37,Male,San Francisco,Travel,Premium,141246,High School,Teacher
CUST0561,42,Male,Chicago,Fashion,Premium,95333,Master's,Doctor
CUST0562,39,Male,Houston,Tech,Eco-friendly,82732,High School,Scientist
CUST0563,30,Female,New York,Tech,Eco-friendly,79420,High School,Entrepreneur
CUST0564,36,Male,Los Angeles,Health,Budget,105504,Master's,Teacher
CUST0565,53,Female,Houston,Finance,Premium,32462,Master's,Entrepreneur
CUST0566,29,Female,Chicago,Travel,Eco-friendly,39460,PhD,Engineer
CUST0567,58,Female,San Francisco,Finance,Premium,129319,Master's,Teacher
CUST0568,36,Male,Houston,Tech,Premium,39275,Bachelor's,Artist
CUST0569,29,Female,New York,Finance,Eco-friendly,124213,Master's,Doctor
CUST0570,26,Male,Chicago,Tech,Budget,43269,PhD,Doctor
CUST0571,24,Male,Los Angeles,Finance,Eco-friendly,95942,PhD,Teacher
CUST0572,45,Non-Binary,Chicago,Health,Eco-friendly,102920,PhD,Engineer
CUST0573,31,Male,Chicago,Gaming,Premium,52553,Master's,Doctor
CUST0574,48,Female,Miami,Health,Eco-friendly,54366,Master's,Engineer
CUST0575,36,Female,Chicago,Health,Budget,74036,High School,Scientist
CUST0576,64,Female,Chicago,Gaming,Eco-friendly,47369,High School,Entrepreneur
CUST0577,33,Female,Houston,Gaming,Budget,41795,Bachelor's,Artist
CUST0578,22,Male,Los Angeles,Travel,Budget,100021,High School,Entrepreneur
CUST0579,52,Male,Houston,Travel,Premium,137205,Bachelor's,Entrepreneur
CUST0580,29,Female,Houston,Health,High-end,98154,PhD,Scientist
CUST0581,42,Male,New York,Health,High-end,60143,High School,Doctor
CUST0582,38,Male,Houston,Tech,Premium,59425,Master's,Artist
CUST0583,53,Male,Miami,Tech,Eco-friendly,118209,High School,Doctor
CUST0584,40,Male,Miami,Travel,Premium,105139,Bachelor's,Teacher
CUST0585,33,Male,New York,Fashion,Budget,135232,High School,Entrepreneur
CUST0586,56,Male,San Francisco,Fashion,High-end,35368,PhD,Teacher
CUST0587,62,Female,Los Angeles,Travel,Premium,34621,Master's,Engineer
CUST0588,59,Female,Los Angeles,Tech,Eco-friendly,88829,Bachelor's,Entrepreneur
CUST0589,56,Female,Houston,Tech,Premium,90294,Master's,Doctor
CUST0590,31,Male,Houston,Fashion,High-end,44719,Master's,Entrepreneur
CUST0591,48,Male,San Francisco,Finance,Premium,59227,Bachelor's,Engineer
CUST0592,22,Male,Houston,Finance,Premium,139430,Master's,Scientist
CUST0593,52,Female,Los Angeles,Tech,High-end,37566,Master's,Teacher
CUST0594,40,Female,Chicago,Finance,Budget,42306,High School,Teacher
CUST0595,46,Male,Miami,Gaming,Budget,83822,Master's,Doctor
CUST0596,60,Female,Chicago,Travel,High-end,54042,Master's,Entrepreneur
CUST0597,28,Male,Chicago,Travel,Premium,45086,Master's,Doctor
CUST0598,35,Female,Los Angeles,Tech,High-end,47387,Master's,Scientist
CUST0599,64,Female,Chicago,Health,Budget,57042,Bachelor's,Entrepreneur
CUST0600,29,Female,San Francisco,Fashion,Eco-friendly,119424,PhD,Entrepreneur
CUST0601,26,Female,New York,Tech,Premium,81618,High School,Doctor
CUST0602,27,Female,Houston,Finance,Budget,122050,Master's,Doctor
CUST0603,61,Male,New York,Fashion,Premium,48323,Master's,Engineer
CUST0604,34,Female,Miami,Health,High-end,48019,Bachelor's,Scientist
CUST0605,55,Male,Houston,Finance,Eco-friendly,105426,PhD,Engineer
CUST0606,24,Female,Chicago,Gaming,High-end,70863,Master's,Teacher
CUST0607,63,Female,Miami,Finance,Eco-friendly,141023,Bachelor's,Entrepreneur
CUST0608,30,Female,Houston,Gaming,Premium,40283,High School,Doctor
CUST0609,57,Male,San Francisco,Fashion,Premium,48279,High School,Entrepreneur
CUST0610,59,Female,San Francisco,Gaming,High-end,76999,Master's,Entrepreneur
CUST0611,26,Female,San Francisco,Fashion,Eco-friendly,92780,Master's,Artist
CUST0612,44,Female,San Francisco,Fashion,Eco-friendly,52908,PhD,Teacher
CUST0613,19,Male,Chicago,Fashion,Premium,91584,PhD,Artist
CUST0614,22,Male,New York,Fashion,High-end,143002,Master's,Entrepreneur
CUST0615,46,Male,Houston,Fashion,Eco-friendly,80225,Bachelor's,Doctor
CUST0616,54,Male,Chicago,Finance,Premium,67952,PhD,Entrepreneur
CUST0617,55,Female,San Francisco,Fashion,Budget,130706,Master's,Teacher
CUST0618,36,Male,New York,Finance,High-end,67663,PhD,Artist
CUST0619,25,Non-Binary,Miami,Fashion,Budget,139708,Master's,Doctor
CUST0620,62,Male,Miami,Gaming,High-end,91381,High School,Entrepreneur
CUST0621,18,Male,Miami,Fashion,Premium,77929,Master's,Scientist
CUST0622,39,Female,San Francisco,Health,Eco-friendly,39343,High School,Teacher
CUST0623,34,Female,Miami,Fashion,Eco-friendly,106173,PhD,Teacher
CUST0624,24,Female,Los Angeles,Fashion,Eco-friendly,130260,Master's,Scientist
CUST0625,42,Female,Houston,Gaming,High-end,69791,PhD,Entrepreneur
CUST0626,62,Female,Houston,Travel,Premium,59134,High School,Teacher
CUST0627,21,Male,San Francisco,Gaming,Budget,142366,Master's,Doctor
CUST0628,53,Non-Binary,Los Angeles,Health,Premium,77101,PhD,Entrepreneur
CUST0629,23,Non-Binary,Chicago,Travel,Budget,99443,High School,Entrepreneur
CUST0630,48,Female,Chicago,Tech,High-end,129111,PhD,Artist
CUST0631,36,Male,Miami,Tech,High-end,87530,Bachelor's,Teacher
CUST0632,61,Female,New York,Health,Budget,76799,High School,Teacher
CUST0633,56,Male,Chicago,Gaming,Budget,34827,High School,Scientist
CUST0634,44,Male,New York,Finance,Budget,126143,High School,Artist
CUST0635,27,Male,Houston,Health,Premium,92653,Master's,Artist
CUST0636,43,Male,New York,Travel,Budget,43699,Master's,Teacher
CUST0637,36,Female,Houston,Travel,High-end,132828,Master's,Entrepreneur
CUST0638,56,Female,Los Angeles,Fashion,High-end,143497,Bachelor's,Artist
CUST0639,20,Female,Los Angeles,Tech,Eco-friendly,121419,Bachelor's,Scientist
CUST0640,62,Male,San Francisco,Travel,Budget,144527,High School,Artist
CUST0641,30,Male,San Francisco,Health,Premium,146972,Bachelor's,Scientist
CUST0642,45,Male,Miami,Travel,Premium,35313,PhD,Artist
CUST0643,37,Non-Binary,Chicago,Health,Premium,43598,High School,Scientist
CUST0644,45,Male,Miami,Finance,Eco-friendly,141362,High School,Artist
CUST0645,25,Female,Houston,Fashion,High-end,145445,PhD,Artist
CUST0646,58,Female,Miami,Tech,Premium,58807,High School,Doctor
CUST0647,56,Male,New York,Travel,High-end,100423,Bachelor's,Scientist
CUST0648,18,Female,Houston,Health,Eco-friendly,99390,Master's,Scientist
CUST0649,20,Female,San Francisco,Gaming,Budget,75226,PhD,Scientist
CUST0650,30,Female,Los Angeles,Tech,Budget,89550,Bachelor's,Engineer
CUST0651,45,Female,San Francisco,Finance,Budget,110072,PhD,Artist
CUST0652,42,Male,Chicago,Health,Premium,33558,PhD,Scientist
CUST0653,50,Male,Houston,Fashion,Budget,105308,High School,Teacher
CUST0654,55,Female,Houston,Fashion,Premium,80113,High School,Engineer
CUST0655,23,Female,New York,Finance,Eco-friendly,82999,Bachelor's,Doctor
CUST0656,61,Male,Chicago,Finance,Eco-friendly,85878,PhD,Scientist
CUST0657,62,Female,Los Angeles,Fashion,Premium,66343,High School,Scientist
CUST0658,49,Female,Houston,Travel,High-end,88219,High School,Engineer
CUST0659,62,Female,Houston,Travel,Budget,65186,PhD,Artist
CUST0660,64,Male,New York,Health,Budget,66966,Bachelor's,Teacher
CUST0661,38,Female,Miami,Gaming,Budget,63769,Bachelor's,Doctor
CUST0662,33,Female,Los Angeles,Health,Premium,149932,PhD,Scientist
CUST0663,38,Male,San Francisco,Gaming,Eco-friendly,135423,Bachelor's,Artist
CUST0664,28,Male,Chicago,Finance,Budget,83218,High School,Teacher
CUST0665,54,Non-Binary,Houston,Tech,Eco-friendly,49229,PhD,Teacher
CUST0666,53,Male,Houston,Health,Budget,105209,High School,Doctor
CUST0667,52,Female,San Francisco,Health,Budget,57877,Master's,Entrepreneur
CUST0668,36,Female,Los Angeles,Gaming,Premium,88001,Master's,Teacher
CUST0669,37,Male,Miami,Finance,High-end,127137,Bachelor's,Entrepreneur
CUST0670,35,Female,Houston,Finance,Premium,68084,Master's,Teacher
CUST0671,64,Male,Los Angeles,Gaming,Budget,111780,High School,Doctor
CUST0672,58,Female,San Francisco,Finance,Budget,122892,Master's,Engineer
CUST0673,31,Male,New York,Fashion,High-end,46806,High School,Doctor
CUST0674,32,Female,Miami,Travel,Eco-friendly,118635,Bachelor's,Doctor
CUST0675,48,Male,Chicago,Fashion,Eco-friendly,140177,Bachelor's,Engineer
CUST0676,18,Male,Houston,Tech,Budget,67034,High School,Engineer
CUST0677,20,Non-Binary,Los Angeles,Health,Eco-friendly,70317,Master's,Artist
CUST0678,33,Male,New York,Tech,Budget,85468,Bachelor's,Teacher
CUST0679,40,Female,Chicago,Health,High-end,49094,PhD,Artist
CUST0680,28,Male,Los Angeles,Travel,High-end,87796,Bachelor's,Engineer
CUST0681,29,Female,Los Angeles,Finance,Budget,40589,Master's,Entrepreneur
CUST0682,27,Male,Chicago,Fashion,High-end,87221,PhD,Entrepreneur
CUST0683,49,Non-Binary,New York,Gaming,Premium,31657,Master's,Doctor
CUST0684,33,Male,San Francisco,Fashion,Premium,128300,High School,Scientist
CUST0685,25,Male,New York,Travel,High-end,147229,PhD,Doctor
CUST0686,55,Male,Miami,Tech,Budget,69531,Master's,Doctor
CUST0687,29,Male,Houston,Gaming,Budget,82227,PhD,Scientist
CUST0688,41,Female,Chicago,Finance,High-end,33164,Master's,Teacher
CUST0689,45,Male,San Francisco,Travel,Eco-friendly,123078,PhD,Engineer
CUST0690,25,Female,Chicago,Gaming,Premium,113973,Master's,Entrepreneur
CUST0691,45,Male,Chicago,Travel,Eco-friendly,71247,High School,Doctor
CUST0692,53,Male,New York,Travel,Budget,134041,PhD,Scientist
CUST0693,43,Female,Houston,Finance,Budget,49601,PhD,Artist
CUST0694,25,Female,Miami,Health,Eco-friendly,123966,PhD,Doctor
CUST0695,45,Male,Los Angeles,Gaming,High-end,80599,PhD,Entrepreneur
CUST0696,45,Male,Los Angeles,Finance,Eco-friendly,101545,High School,Engineer
CUST0697,54,Male,Chicago,Travel,Eco-friendly,145295,PhD,Doctor
CUST0698,58,Female,Houston,Finance,Premium,34552,Bachelor's,Doctor
CUST0699,53,Female,San Francisco,Health,Premium,146452,High School,Teacher
CUST0700,44,Male,New York,Fashion,Eco-friendly,39417,Bachelor's,Scientist
CUST0701,34,Female,Houston,Gaming,Eco-friendly,88579,PhD,Artist
CUST0702,26,Female,Houston,Health,Budget,137525,Master's,Artist
CUST0703,50,Female,New York,Tech,Premium,98207,Bachelor's,Engineer
CUST0704,37,Female,Chicago,Gaming,Premium,102055,PhD,Entrepreneur
CUST0705,30,Male,Houston,Health,Budget,132266,Bachelor's,Engineer
CUST0706,45,Male,Los Angeles,Travel,High-end,108270,PhD,Doctor
CUST0707,46,Male,New York,Gaming,Premium,141426,PhD,Doctor
CUST0708,30,Male,San Francisco,Gaming,Premium,147865,PhD,Artist
CUST0709,63,Female,Miami,Finance,High-end,33722,Master's,Entrepreneur
CUST0710,52,Female,Chicago,Travel,Premium,100442,Bachelor's,Scientist
CUST0711,23,Male,New York,Tech,Premium,125632,High School,Entrepreneur
CUST0712,35,Male,Miami,Fashion,High-end,70031,High School,Doctor
CUST0713,22,Male,Miami,Health,High-end,109235,High School,Scientist
CUST0714,64,Female,San Francisco,Finance,Eco-friendly,51438,High School,Entrepreneur
CUST0715,42,Male,Houston,Health,Budget,88819,PhD,Entrepreneur
CUST0716,19,Female,San Francisco,Tech,Budget,73856,Bachelor's,Scientist
CUST0717,27,Male,Houston,Tech,High-end,63576,Bachelor's,Doctor
CUST0718,47,Male,Houston,Gaming,High-end,71938,Master's,Entrepreneur
CUST0719,62,Non-Binary,New York,Tech,Premium,79028,Bachelor's,Scientist
CUST0720,22,Non-Binary,New York,Health,Eco-friendly,89807,Bachelor's,Teacher
CUST0721,50,Male,Chicago,Travel,Eco-friendly,79877,Bachelor's,Teacher
CUST0722,18,Female,Houston,Travel,High-end,127783,Master's,Doctor
CUST0723,35,Female,Miami,Gaming,Premium,73461,High School,Scientist
CUST0724,49,Female,Los Angeles,Fashion,Premium,123474,Bachelor's,Teacher
CUST0725,64,Male,Chicago,Health,Budget,70469,Master's,Scientist
CUST0726,28,Female,New York,Health,Budget,113136,Master's,Entrepreneur
CUST0727,38,Female,San Francisco,Tech,Premium,50435,PhD,Doctor
CUST0728,43,Female,Chicago,Health,Budget,114117,Master's,Teacher
CUST0729,42,Male,Chicago,Finance,High-end,44191,High School,Entrepreneur
CUST0730,39,Male,Chicago,Fashion,Premium,114726,Bachelor's,Engineer
CUST0731,44,Male,Chicago,Tech,Budget,145660,Master's,Engineer
CUST0732,30,Female,Los Angeles,Finance,Eco-friendly,57386,High School,Doctor
CUST0733,50,Male,San Francisco,Gaming,Premium,61721,Master's,Teacher
CUST0734,51,Female,San Francisco,Travel,Premium,84786,Master's,Teacher
